,name,labels
6735,Fish_Dataset/Fish_Dataset/Trout/Trout/00632.png,7
4580,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00323.png,1
3965,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00565.png,6
4897,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00604.png,1
8178,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00800.png,8
1475,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00990.png,0
2914,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00261.png,5
5326,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00815.png,4
6093,Fish_Dataset/Fish_Dataset/Trout/Trout/00741.png,7
6100,Fish_Dataset/Fish_Dataset/Trout/Trout/00998.png,7
2117,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00679.png,5
6040,Fish_Dataset/Fish_Dataset/Trout/Trout/00230.png,7
4587,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00995.png,1
7943,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00034.png,2
8522,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00219.png,8
4390,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00684.png,1
3025,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00072.png,6
7215,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00387.png,2
5420,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00461.png,4
7413,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00420.png,2
8125,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00305.png,8
1508,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00394.png,0
4820,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00271.png,1
15,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00346.png,3
1564,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00693.png,0
3708,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00846.png,6
7128,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00872.png,2
6616,Fish_Dataset/Fish_Dataset/Trout/Trout/00505.png,7
3076,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00197.png,6
1856,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00108.png,0
8207,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00303.png,8
2784,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00476.png,5
5619,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00968.png,4
2606,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00820.png,5
4333,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00052.png,1
8410,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00945.png,8
1270,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00665.png,0
282,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00737.png,3
7516,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00080.png,2
6978,Fish_Dataset/Fish_Dataset/Trout/Trout/00585.png,7
237,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00191.png,3
8765,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00629.png,8
4022,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00522.png,1
1561,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00045.png,0
1700,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00022.png,0
6208,Fish_Dataset/Fish_Dataset/Trout/Trout/00229.png,7
8776,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00681.png,8
8973,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00181.png,8
8096,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00096.png,8
2143,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00084.png,5
532,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00953.png,3
5445,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00782.png,4
1862,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00140.png,0
3262,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00541.png,6
8025,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00072.png,8
1663,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00801.png,0
2255,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00959.png,5
5847,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00460.png,4
4776,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00681.png,1
1775,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00065.png,0
5963,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00881.png,4
1308,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00254.png,0
625,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00668.png,3
4142,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00834.png,1
6000,Fish_Dataset/Fish_Dataset/Trout/Trout/00437.png,7
2097,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00059.png,5
2980,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00877.png,5
4288,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00678.png,1
8887,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00705.png,8
3918,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00770.png,6
71,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00093.png,3
381,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00506.png,3
7205,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00372.png,2
2233,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00540.png,5
8595,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00487.png,8
1840,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00507.png,0
5789,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00803.png,4
8235,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00685.png,8
485,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00239.png,3
8833,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00755.png,8
596,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00646.png,3
5498,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00349.png,4
8337,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00633.png,8
8209,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00890.png,8
5547,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00921.png,4
948,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00311.png,3
950,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00450.png,3
4077,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00729.png,1
5331,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00913.png,4
7019,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00136.png,2
3522,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00219.png,6
3275,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00854.png,6
8677,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00661.png,8
5186,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00164.png,4
2809,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00188.png,5
3268,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00142.png,6
3475,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00990.png,6
6423,Fish_Dataset/Fish_Dataset/Trout/Trout/00581.png,7
3908,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00979.png,6
3771,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00301.png,6
5938,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00999.png,4
2154,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00691.png,5
3219,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00536.png,6
8610,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00390.png,8
8258,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00380.png,8
6916,Fish_Dataset/Fish_Dataset/Trout/Trout/00070.png,7
2044,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00206.png,5
7690,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00162.png,2
8893,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00182.png,8
8929,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00765.png,8
7011,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00964.png,2
7383,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00148.png,2
4512,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00479.png,1
910,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00954.png,3
8491,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00728.png,8
6694,Fish_Dataset/Fish_Dataset/Trout/Trout/00145.png,7
4600,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00194.png,1
6343,Fish_Dataset/Fish_Dataset/Trout/Trout/00615.png,7
6273,Fish_Dataset/Fish_Dataset/Trout/Trout/00838.png,7
6198,Fish_Dataset/Fish_Dataset/Trout/Trout/00884.png,7
2537,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00512.png,5
2803,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00466.png,5
1413,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00420.png,0
4724,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00297.png,1
1955,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00333.png,0
3028,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00539.png,6
2782,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00238.png,5
7184,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00384.png,2
778,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00151.png,3
6573,Fish_Dataset/Fish_Dataset/Trout/Trout/00030.png,7
2972,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00891.png,5
1071,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00093.png,0
3562,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00247.png,6
914,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00261.png,3
8771,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00301.png,8
1454,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00389.png,0
1087,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00595.png,0
5259,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00320.png,4
982,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00706.png,3
8290,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00285.png,8
264,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00548.png,3
3751,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00508.png,6
8388,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00818.png,8
5982,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00706.png,4
6426,Fish_Dataset/Fish_Dataset/Trout/Trout/00571.png,7
8897,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00604.png,8
1020,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00751.png,0
5254,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00982.png,4
3051,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00366.png,6
3946,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00290.png,6
2049,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00385.png,5
5519,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00902.png,4
3620,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00016.png,6
378,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00686.png,3
7801,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00250.png,2
8188,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00863.png,8
5612,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00844.png,4
6365,Fish_Dataset/Fish_Dataset/Trout/Trout/00298.png,7
8862,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00140.png,8
8002,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00248.png,8
3203,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00701.png,6
7641,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00396.png,2
6116,Fish_Dataset/Fish_Dataset/Trout/Trout/00745.png,7
7823,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00839.png,2
7668,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00817.png,2
4872,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00216.png,1
7968,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00337.png,2
8020,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00751.png,8
734,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00699.png,3
1252,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00981.png,0
6009,Fish_Dataset/Fish_Dataset/Trout/Trout/00641.png,7
352,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00235.png,3
6497,Fish_Dataset/Fish_Dataset/Trout/Trout/00756.png,7
7335,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00026.png,2
103,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00379.png,3
919,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00270.png,3
5888,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00327.png,4
2437,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00994.png,5
1555,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00518.png,0
195,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00017.png,3
4574,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00352.png,1
5759,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00584.png,4
8148,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00873.png,8
8550,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00860.png,8
7915,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00169.png,2
906,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00721.png,3
8065,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00114.png,8
6441,Fish_Dataset/Fish_Dataset/Trout/Trout/00928.png,7
6351,Fish_Dataset/Fish_Dataset/Trout/Trout/00341.png,7
6608,Fish_Dataset/Fish_Dataset/Trout/Trout/00714.png,7
6835,Fish_Dataset/Fish_Dataset/Trout/Trout/00155.png,7
3136,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00716.png,6
5605,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00066.png,4
505,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00111.png,3
2365,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00298.png,5
5085,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00027.png,4
6493,Fish_Dataset/Fish_Dataset/Trout/Trout/00682.png,7
371,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00167.png,3
942,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00578.png,3
4401,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00609.png,1
6638,Fish_Dataset/Fish_Dataset/Trout/Trout/00784.png,7
2934,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00596.png,5
5511,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00404.png,4
6055,Fish_Dataset/Fish_Dataset/Trout/Trout/00972.png,7
6789,Fish_Dataset/Fish_Dataset/Trout/Trout/00803.png,7
5124,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00625.png,4
2995,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00392.png,5
5559,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00853.png,4
836,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00749.png,3
827,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00616.png,3
6552,Fish_Dataset/Fish_Dataset/Trout/Trout/00163.png,7
1937,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00572.png,0
8048,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00491.png,8
4418,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00785.png,1
648,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00774.png,3
3820,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00271.png,6
6955,Fish_Dataset/Fish_Dataset/Trout/Trout/00333.png,7
5073,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00630.png,4
6626,Fish_Dataset/Fish_Dataset/Trout/Trout/00636.png,7
4502,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00582.png,1
1476,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00039.png,0
1385,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00102.png,0
6723,Fish_Dataset/Fish_Dataset/Trout/Trout/00260.png,7
8310,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00001.png,8
226,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00583.png,3
7,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00961.png,3
5089,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00005.png,4
7038,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00021.png,2
1130,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00735.png,0
1161,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00029.png,0
2875,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00076.png,5
4319,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00936.png,1
2493,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00682.png,5
7918,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00770.png,2
6572,Fish_Dataset/Fish_Dataset/Trout/Trout/00933.png,7
6283,Fish_Dataset/Fish_Dataset/Trout/Trout/00832.png,7
3971,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00334.png,6
669,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00984.png,3
8122,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00588.png,8
3072,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00639.png,6
2510,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00932.png,5
259,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00320.png,3
1339,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00602.png,0
2149,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00680.png,5
8602,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00198.png,8
1243,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00503.png,0
7304,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00797.png,2
5155,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00566.png,4
3375,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00432.png,6
8583,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00067.png,8
267,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00925.png,3
475,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00990.png,3
3439,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00606.png,6
2935,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00743.png,5
2007,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00961.png,5
7174,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00295.png,2
5866,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00598.png,4
1510,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00932.png,0
3210,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00806.png,6
2627,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00356.png,5
904,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00377.png,3
2801,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00250.png,5
246,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00545.png,3
2659,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00692.png,5
3358,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00688.png,6
5727,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00213.png,4
6129,Fish_Dataset/Fish_Dataset/Trout/Trout/00644.png,7
4799,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00134.png,1
7796,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00184.png,2
8089,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00005.png,8
4917,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00403.png,1
1474,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00081.png,0
7118,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00835.png,2
3420,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00461.png,6
209,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00890.png,3
3885,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00253.png,6
7177,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00068.png,2
6443,Fish_Dataset/Fish_Dataset/Trout/Trout/00917.png,7
1504,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00618.png,0
6119,Fish_Dataset/Fish_Dataset/Trout/Trout/00480.png,7
2063,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00733.png,5
7250,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00611.png,2
4447,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00364.png,1
4615,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00663.png,1
2263,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00177.png,5
2833,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00755.png,5
4839,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00768.png,1
2733,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00132.png,5
3410,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00945.png,6
8675,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00073.png,8
8702,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00967.png,8
618,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00870.png,3
1160,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00469.png,0
4636,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00810.png,1
5599,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00414.png,4
5604,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00736.png,4
2810,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00614.png,5
2295,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00900.png,5
426,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00571.png,3
6428,Fish_Dataset/Fish_Dataset/Trout/Trout/00204.png,7
953,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00876.png,3
8921,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00036.png,8
3805,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00178.png,6
1387,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00316.png,0
3883,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00309.png,6
7836,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00749.png,2
2981,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00924.png,5
2267,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00925.png,5
4549,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00826.png,1
2944,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00489.png,5
1034,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00896.png,0
1699,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00675.png,0
1871,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/01000.png,0
774,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00427.png,3
1435,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00757.png,0
8110,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00345.png,8
3869,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00973.png,6
